01,per_all_people_f,201901,20190103,34
02,242,03-12-17,31-12-12,0,6,小红,03-12-17,,,,,,,,Y,Y,,,,15,H,,,,小红,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03-12-17,1132,80772,1132,03-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,20046,,,小红,小红,
02,243,15-11-17,31-12-12,0,6,小小,15-11-17,,,,,,,,Y,Y,,,,16,H,,,,小小,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03-12-17,1192,80818,1192,03-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,20047,,,小小,小小,
02,61,01-09-17,31-12-12,0,6,刘键,01-09-17,,N,,,,,,Y,Y,,01-09-17,,1,,,,,刘键,,,,,,,,,,,,ICBC001,,N,,,,,,,,N,,,N,M,,,,,,,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-09-17,0,66076,0,01-09-17,US,,,,,,,INCL,,,,,,,,,,,,,,,,,,,,,,,,4,,01-09-17,,,,,,,,,,,4041,,,刘键,刘键,
02,62,01-09-17,31-12-12,0,6,龚煜,01-09-17,,N,,,,,,Y,Y,,01-09-17,,2,,,,,龚煜,,,,,,,,,,,,ICBC002,,N,,,,,,,,N,,,N,F,,,,,,,,N,,N,,,,,,,,,ICBC0003,NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-04-18,1130,89181,0,01-09-17,US,,,,,,,INCL,,,,,,,,,,,,,,,,,,,,,,,,4,,01-09-17,,,,,,,,,,,4042,,,龚煜,龚煜,
02,63,01-09-17,31-12-12,0,6,赵世洁（失效）,01-09-17,,N,,,,,,Y,Y,,01-09-17,,3,,,,,赵世洁（失效）,,,,,,,,,,,,ICBC003,,N,,,,,,,,N,,,N,F,,,,,,,,N,,N,,,,,,,,,020013544,BJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27-11-18,1132,101348,0,01-09-17,US,,,,,,,INCL,,,,,,,,,,,,,,,,,,,,,,,,6,,01-09-17,,,,,,,,,,,4043,,,赵世洁（失效）,赵世洁（失效）,
02,101,11-09-17,31-12-12,0,6,虚拟人员,11-09-17,,,,,,,,Y,Y,,,,5,,,,,虚拟人员,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11-09-17,1130,68410,1130,11-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,6041,,,虚拟人员,虚拟人员,
02,102,13-09-17,31-12-12,0,6,韩录潼,13-09-17,,,,,,,,Y,Y,,,,6,,,,,韩录潼,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,HANDTEST003,NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22-11-18,1132,100823,1132,13-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,6042,,,韩录潼,韩录潼,
02,383,27-11-18,31-12-12,0,6,于晴,27-11-18,,,,,,,,Y,Y,,,,28,H,,,,于晴,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,000312345,BJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07-12-18,1132,102426,1132,27-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,30045,,,于晴,于晴,
02,81,01-01-16,31-12-12,0,6,huang,01-01-16,,,,,,,,Y,Y,,,,4,,,junlin,,huang,junlin,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,HAND2018,BJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21-11-18,1132,100665,0,11-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,5041,,,huang,junlin,huang,junlin,
02,362,01-01-18,31-12-12,0,6,刘洋,01-01-18,,,,,,,,Y,Y,,,,26,H,,,,刘洋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001137297,BJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19-09-18,1130,97059,1130,19-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,27044,,,刘洋,刘洋,
02,382,27-11-18,31-12-12,0,6,张峥,27-11-18,,,,,,,,Y,Y,,,,27,H,,,,张峥,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,020013545,BJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27-11-18,1132,101348,1132,27-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,30044,,,张峥,张峥,
02,384,27-11-18,31-12-12,0,6,董越,27-11-18,,,,,,,,Y,Y,,,,29,H,,,,董越,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001139385,BJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27-11-18,1132,101348,1132,27-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,30046,,,董越,董越,
